price,possibleNewPrice,priceIncreaseProbability
48.46,197.5,0.675718
27.28,61.23,0.810171
9.01,62.51,0.452862
46.9,156.6,0.364516
71.2,99.33,0.449363
50.26,51.55,0.329134
55.37,45.31,0.734287
48.48,113.52,0.322177
23.24,65.77,0.856928
99.18,188.73,0.71902
74.57,159.97,0.881096
92.08,141.29,0.560773
42.71,21.79,0.028581
89.94,76.11,0.72784
29.92,159.73,0.825403
7.82,27.27,0.649954
9.32,109.88,0.162747
86.93,159.81,0.485435
99.5,13.35,0.032003
22.51,114.72,0.433706
74.55,45.04,0.425804
57.89,38.62,0.756748
67.97,52.11,0.241968
21.87,135.46,0.584423
31.24,125.35,0.134076
90.93,191.92,0.61953
14.45,132.97,0.442536
25.25,132.42,0.192038
97.49,198.99,0.356368
93.78,108.63,0.536042
48.74,124.65,0.713775
51.53,10.79,0.77236
59.29,5.7,0.685695
8.24,178.45,0.515862
59.73,175.4,0.50974
71.74,193.76,0.728123
95.21,146.78,0.382915
19.48,53.63,0.888214
11.4,191.98,0.1828
46.12,65.62,0.539476
95.04,92.74,0.392855
21.47,105.48,0.117247
51.97,147.93,0.154547
28.73,159.99,0.797527
81.88,111.32,0.875109
15.26,84.32,0.102498
92.02,48.17,0.075184
93.78,194.98,0.625201
54.4,190.83,0.877042
67.22,144.89,0.509311
56.54,2.76,0.595497
92.12,69.69,0.054145
82.42,145.14,0.605633
38.56,21.3,0.87027
24.64,108.96,0.001504
85.85,18.11,0.544493
14.98,116.36,0.427645
16.46,126.46,0.488732
38.63,104.44,0.931609
32.25,66.35,0.046311
95.0,39.79,0.244207
30.35,110.5,0.559372
91.87,37.78,0.709538
96.49,158.39,0.807122
19.75,103.52,0.24625
24.33,140.96,0.398136
91.09,104.12,0.483602
64.36,3.08,0.529379
39.88,20.67,0.261332
78.96,64.66,0.245336
35.77,114.17,0.363756
3.63,51.49,0.474909
53.48,37.4,0.950259
31.71,76.89,0.770636
62.1,4.3,0.092708
82.82,39.19,0.700235
24.09,23.66,0.003475
36.31,158.3,0.167468
64.34,153.19,0.475753
2.46,21.59,0.787389
34.08,135.49,0.222582
26.12,142.98,0.576965
30.7,47.53,0.826278
22.92,193.56,0.209218
76.0,199.4,0.951432
6.44,53.44,0.527776
14.3,34.41,0.059835
87.64,15.61,0.836352
85.43,148.81,0.74409
94.13,78.94,0.118181
3.23,112.83,0.789408
38.79,69.57,0.054917
29.36,141.43,0.423566
51.35,83.37,0.800693
55.71,149.1,0.83799
5.37,35.08,0.519755
83.5,3.64,0.795574
22.98,6.72,0.856902
28.68,153.31,0.991798
11.19,16.48,0.717301
60.85,184.28,0.235657
83.87,172.02,0.971571
48.84,124.13,0.568443
1.54,155.68,0.255452
92.74,54.94,0.16591
33.66,124.64,0.73006
56.09,58.54,0.469076
23.78,42.08,0.13467
10.57,167.58,0.079069
42.77,16.01,0.371929
89.08,31.3,0.822043
17.06,74.29,0.185223
34.3,172.68,0.253162
52.85,96.81,0.736119
81.98,175.41,0.107782
71.58,41.49,0.379882
39.77,112.28,0.628957
69.81,6.91,0.029391
0.17,140.6,0.780668
6.63,173.2,0.849566
53.03,132.01,0.495329
56.31,40.05,0.839742
60.83,170.98,0.873263
90.33,156.92,0.141324
5.09,105.1,0.644247
33.67,20.97,0.700318
61.47,126.02,0.88189
82.04,141.62,0.563721
75.02,28.48,0.517468
40.95,60.78,0.486867
76.77,170.88,0.389662
20.29,133.22,0.364108
53.56,137.31,0.571077
70.82,53.72,0.003078
79.77,82.48,0.384111
6.25,44.04,0.975401
72.45,89.37,0.631905
8.13,144.1,0.273174
99.42,156.98,0.071248
43.34,184.12,0.656948
67.77,93.85,0.411448
38.09,126.7,0.319939
41.18,162.56,0.176389
89.32,175.5,0.534682
77.56,102.19,0.578244
65.56,47.56,0.558885
71.91,57.76,0.254296
56.85,133.94,0.320196
15.38,138.99,0.868789
97.02,143.74,0.385537
3.64,91.52,0.407168
62.5,93.48,0.856549
12.6,131.52,0.639916
80.21,101.8,0.072901
4.31,15.11,0.028728
73.2,49.7,0.100494
82.35,194.59,0.032155
74.74,24.12,0.729907
15.62,69.22,0.756143
31.47,66.4,0.20653
27.44,45.18,0.523962
39.75,70.54,0.799216
70.24,161.13,0.718745
58.43,28.31,0.027527
94.2,57.05,0.110781
71.43,89.94,0.394028
71.56,17.65,0.423466
35.14,28.34,0.589925
61.71,20.93,0.640784
4.74,72.13,0.688588
29.98,88.42,0.21167
48.81,53.92,0.93833
54.51,148.95,0.980707
9.24,134.99,0.585866
39.53,182.47,0.160514
60.93,180.06,0.17507
73.28,54.73,0.670576
59.23,15.16,0.988438
27.9,47.58,0.5842
8.98,90.07,0.544632
55.02,151.69,0.555197
42.6,52.61,0.194869
21.77,147.34,0.916454
92.86,26.07,0.031115
99.82,141.65,0.553158
92.02,50.33,0.233944
37.39,155.47,0.725321
20.27,21.56,0.14869
36.64,15.0,0.240666
74.82,149.73,0.332895
33.55,169.46,0.924793
93.62,87.53,0.410791
45.3,50.54,0.287926
66.09,191.02,0.193289
51.37,147.8,0.905067
13.02,110.9,0.363099
5.6,89.57,0.989836
50.92,124.49,0.319539
10.98,195.16,0.30416
46.71,180.94,0.058623
8.17,63.63,0.180649
58.56,104.83,0.310056
41.25,59.66,0.488371
81.36,84.17,0.440029
34.14,178.78,0.713844
21.61,134.85,0.779819
83.23,163.77,0.497528
9.85,2.39,0.275068
93.07,101.95,0.423808
78.67,128.54,0.435705
32.57,67.61,0.24321
44.31,11.13,0.065375
99.91,155.7,0.065009
98.34,35.4,0.772199
69.8,58.75,0.124089
55.89,7.22,0.717035
72.78,107.92,0.147229
96.14,8.66,0.895133
70.28,176.84,0.942271
41.78,194.42,0.723277
43.47,41.45,0.851991
44.36,109.84,0.114922
88.35,14.43,0.06801
2.36,24.98,0.165274
92.34,6.01,0.325693
37.36,120.13,0.178264
71.72,87.16,0.207351
79.18,132.68,0.986481
48.18,90.99,0.599048
71.66,76.42,0.328603
83.58,36.97,0.878288
55.74,99.43,0.739078
32.03,12.61,0.180277
31.87,165.35,0.800649
90.32,21.16,0.795713
59.22,72.48,0.338012
71.73,82.37,0.011127
38.78,193.64,0.863075
12.77,148.28,0.803913
21.79,93.59,0.288795
71.02,116.31,0.96011
16.46,5.92,0.126036
38.15,148.44,0.77762
64.73,113.85,0.37963
83.63,55.71,0.356477
69.34,143.66,0.526431
48.59,11.33,0.038568
57.99,49.53,0.946593
18.54,199.52,0.24129
29.37,129.48,0.193893
40.27,89.22,0.304257
81.07,84.35,0.532528
87.99,197.81,0.028545
36.3,20.64,0.28426
84.51,145.54,0.999088
69.3,142.78,0.065959
4.32,122.6,0.129674
52.05,103.97,0.844835
18.99,31.11,0.91527
71.73,46.29,0.585752
35.82,18.63,0.798832
81.77,1.47,0.847017
53.65,90.81,0.711875
73.38,121.28,0.03041
45.09,141.7,0.004243
80.81,21.62,0.686935
31.05,42.56,0.585127
46.01,152.33,0.697811
56.2,15.6,0.52246
67.39,126.15,0.713511
96.33,128.74,0.631519
86.52,168.63,0.661859
29.0,81.14,0.687786
35.87,185.07,0.695887
5.78,16.57,0.957542
82.25,13.87,0.706927
60.61,72.0,0.308145
75.11,65.21,0.588487
37.11,19.81,0.46582
6.39,181.51,0.209134
84.69,131.74,0.181607
40.12,137.92,0.491985
57.32,128.33,0.467151
95.33,197.45,0.855429
99.71,85.4,0.414317
3.4,1.5,0.342249
56.67,64.83,0.831433
92.73,101.13,0.147095
26.8,195.91,0.350973
25.21,192.05,0.586892
68.89,140.28,0.297688
62.19,113.71,0.28372
76.83,172.27,0.383078
28.66,3.63,0.93031
69.22,49.53,0.81437
72.35,188.5,0.266832
94.83,150.81,0.19803
47.1,54.15,0.143165
72.17,138.31,0.375861
43.97,13.96,0.899319
47.54,44.89,0.173755
26.91,118.58,0.941034
40.95,80.67,0.759559
19.31,183.48,0.787411
26.97,50.53,0.608897
18.83,3.6,0.039502
69.92,132.49,0.850151
68.44,59.11,0.476426
59.52,6.63,0.307717
75.64,60.61,0.689239
9.94,172.48,0.863689
86.78,137.32,0.469628
35.84,138.48,0.711664
92.61,124.32,0.284688
74.69,6.22,0.753757
61.41,75.81,0.091485
12.13,61.67,0.28623
80.58,23.98,0.023719
93.33,91.75,0.395557
91.48,158.56,0.96225
77.94,191.02,0.23201
48.9,142.64,0.0732
61.94,147.08,0.800901
40.84,64.64,0.250221
39.84,85.32,0.79302
97.63,196.66,0.266677
92.05,20.42,0.618138
77.01,162.27,0.861206
33.41,163.41,0.483155
74.74,73.8,0.025442
60.37,143.23,0.515716
12.22,175.24,0.311602
48.92,50.94,0.443292
44.53,2.6,0.953009
28.78,44.17,0.736593
7.27,162.27,0.212201
38.21,159.31,0.876874
38.9,129.21,0.405588
27.65,178.8,0.142927
28.98,113.16,0.064218
61.66,159.68,0.090922
22.43,149.7,0.287435
79.73,125.48,0.446434
66.01,96.33,0.437217
35.22,194.69,0.092285
96.04,186.99,0.35998
84.52,11.88,0.039561
6.52,193.32,0.560524
47.41,168.99,0.955517
92.23,10.87,0.487427
85.61,69.99,0.906072
63.8,24.08,0.915369
36.26,77.51,0.289132
77.63,177.95,0.469079
5.4,68.79,0.496883
3.66,104.93,0.564429
44.72,66.07,0.081099
75.46,115.61,0.429906
52.55,44.58,0.207956
78.56,187.6,0.698594
11.74,174.04,0.002277
51.71,189.54,0.155913
88.42,38.13,0.191792
10.03,102.6,0.2177
3.93,82.42,0.888095
74.92,179.38,0.269688
78.34,55.76,0.672529
80.78,74.43,0.092633
49.7,83.02,0.604135
59.17,139.99,0.743999
53.09,198.27,0.716895
3.18,188.72,0.780635
4.45,95.45,0.830382
34.66,148.12,0.947635
64.7,47.16,0.539219
19.65,72.84,0.083773
51.17,88.8,0.471748
58.84,125.03,0.207716
38.48,161.82,0.888465
64.05,101.67,0.552498
26.06,113.26,0.419081
84.52,185.2,0.756479
0.97,124.38,0.878678
71.28,159.31,0.841828
53.49,114.38,0.245232
38.84,189.5,0.908087
0.06,170.68,0.781521
64.4,174.96,0.327159
78.49,188.86,0.124836
38.94,178.34,0.382307
29.83,66.18,0.800497
75.13,107.97,0.779818
98.5,145.67,0.814322
76.65,126.26,0.856937
28.25,125.34,0.691231
65.07,181.92,0.989431
18.67,159.69,0.920291
45.09,193.58,0.089643
30.69,130.25,0.280611
9.84,161.81,0.900819
87.35,147.88,0.919706
55.25,154.67,0.302413
36.7,181.92,0.469868
88.49,130.96,0.107551
9.77,58.64,0.474482
0.15,153.82,0.968133
81.09,12.4,0.182604
84.67,155.68,0.412454
88.73,145.23,0.505902
67.8,181.03,0.678809
93.32,0.61,0.938533
54.28,26.16,0.627293
1.59,92.71,0.260865
82.76,69.27,0.408769
81.9,67.66,0.297159
47.7,130.67,0.839489
92.3,185.03,0.212371
68.3,193.31,0.213693
92.14,179.06,0.322865
91.57,58.06,0.023171
36.27,135.34,0.090694
68.48,197.06,0.227644
56.66,151.9,0.473831
36.93,129.98,0.115008
24.21,157.26,0.639594
50.6,192.48,0.735274
89.09,54.34,0.911956
66.7,139.41,0.512199
8.96,128.49,0.83348
24.22,157.38,0.105192
60.71,92.53,0.169408
25.48,115.91,0.380633
66.32,90.72,0.276831
63.21,112.9,0.473013
49.66,107.13,0.389691
89.98,150.93,0.185687
37.43,40.6,0.336233
1.52,83.63,0.258893
60.66,46.96,0.987039
37.06,197.89,0.476255
46.15,196.83,0.228287
92.35,33.92,0.894409
81.5,51.54,0.537733
90.19,111.64,0.164532
20.18,76.55,0.803221
73.69,133.68,0.517399
69.73,57.34,0.030372
32.93,11.48,0.349754
89.16,182.22,0.124387
70.59,35.23,0.870961
50.12,144.38,0.259365
70.44,138.85,0.133474
87.16,85.63,0.147951
86.67,139.81,0.214063
49.43,160.17,0.146911
96.4,138.02,0.867165
50.25,1.17,0.854896
93.64,98.2,0.716259
0.56,97.35,0.123415
84.18,112.55,0.859796
72.51,163.69,0.079106
18.46,24.54,0.567832
13.33,59.44,0.384815
66.14,104.93,0.753768
66.3,68.96,0.0106
52.51,105.54,0.889165
33.22,25.7,0.877482
94.88,8.98,0.551919
63.55,95.56,0.932142
67.22,59.73,0.469477
93.19,21.81,0.237354
94.49,156.35,0.646566
96.45,7.33,0.17025
13.69,41.68,0.40508
6.82,117.14,0.629681
8.18,118.41,0.163378
5.35,133.72,0.508273
12.84,96.33,0.841115
53.27,102.54,0.499242
31.83,34.13,0.488618
42.05,43.03,0.419518
4.57,146.2,0.248233
66.62,154.34,0.648116
90.09,11.73,0.997635
65.18,59.56,0.432559
21.84,142.05,0.987021
63.15,60.57,0.809067
63.33,58.88,0.745706
62.91,30.62,0.738648
86.66,22.62,0.327983
20.76,74.88,0.977323
10.0,170.93,0.219209
86.09,122.97,0.792817
90.76,114.37,0.603667
64.72,171.59,0.202035
49.06,50.99,0.175788
31.8,120.57,0.145554
23.99,154.92,0.772102
13.05,1.97,0.320873
72.09,48.12,0.126578
84.04,106.75,0.071076
47.64,46.2,0.366971
93.92,197.47,0.247253
43.9,81.44,0.131724
93.97,143.82,0.731061
79.04,134.17,0.599987
64.99,29.8,0.889377
23.85,168.11,0.29234
67.65,11.58,0.629288
56.8,71.46,0.264736
42.63,20.82,0.593753
98.11,92.25,0.627728
23.36,33.82,0.973018
93.76,147.5,0.068799
85.22,96.93,0.1631
55.36,139.2,0.926077
85.17,107.87,0.261018
96.69,168.12,0.09222
71.41,103.14,0.9995
64.99,76.43,0.650027
92.44,57.18,0.965999
38.0,131.91,0.235475
69.41,131.34,0.768406
28.08,87.2,0.065419
27.67,150.54,0.57084
5.72,85.81,0.778835
8.56,175.2,0.16758
66.67,157.25,0.442184
97.48,74.04,0.453312
32.76,45.1,0.527596
38.63,100.86,0.917253
96.69,77.44,0.450758
42.92,2.73,0.193135
16.13,135.53,0.463921
96.05,18.32,0.963806
94.2,156.67,0.745571
5.88,99.2,0.798029
80.79,155.85,0.366066
89.24,52.36,0.108954
12.78,139.61,0.189077
39.28,164.61,0.112041
20.6,168.68,0.489581
67.87,45.02,0.83994
43.25,92.81,0.225435
17.57,85.18,0.279773
61.87,106.05,0.132586
52.34,73.53,0.043424
23.94,160.27,0.562388
83.75,153.45,0.594243
41.77,122.79,0.728531
71.4,37.7,0.536771
11.32,96.25,0.563053
57.1,98.2,0.35395
75.17,147.02,0.024879
85.92,160.64,0.945139
7.07,157.94,0.586215
23.6,130.86,0.49634
99.38,161.4,0.914944
67.26,53.94,0.391257
7.94,85.05,0.94443
38.4,108.32,0.760182
36.2,2.18,0.592647
47.55,25.99,0.747013
99.45,105.51,0.173618
85.84,23.5,0.958513
95.14,85.18,0.896258
68.22,156.98,0.82194
53.86,188.36,0.926005
68.76,64.65,0.616625
60.76,58.58,0.997214
20.94,128.67,0.833417
16.25,114.94,0.010205
33.8,33.16,0.746184
60.02,141.99,0.973901
2.78,80.1,0.81688
70.35,158.32,0.907847
84.12,176.91,0.886919
93.2,39.67,0.287833
94.11,62.02,0.291569
68.3,48.92,0.495628
85.18,82.49,0.751425
34.15,12.82,0.750925
13.85,183.24,0.498298
84.97,60.29,0.694796
32.17,174.29,0.856468
61.56,161.44,0.237634
12.52,81.72,0.870492
18.59,74.58,0.356991
20.82,192.32,0.415797
74.07,1.32,0.154497
28.18,110.75,0.088162
4.84,181.09,0.876035
45.31,162.79,0.504782
66.9,24.51,0.532155
54.91,7.78,0.096781
41.31,123.78,0.789689
38.43,36.76,0.086368
7.23,104.05,0.551228
57.02,8.62,0.848933
33.54,145.26,0.003539
70.12,152.07,0.910592
39.34,144.42,0.353458
5.2,184.19,0.246386
72.04,75.13,0.231099
30.77,172.12,0.566611
78.87,88.78,0.123309
13.62,9.95,0.823689
33.04,78.95,0.799887
45.18,172.97,0.07646
18.1,72.36,0.652774
18.18,29.85,0.121626
62.77,122.42,0.122626
92.32,85.76,0.373905
60.95,158.4,0.923408
58.03,147.2,0.449842
56.55,111.51,0.875906
44.01,156.77,0.809604
38.13,108.95,0.654654
2.34,164.22,0.832669
80.52,44.27,0.265553
83.94,61.0,0.465361
18.19,27.46,0.276321
4.86,99.71,0.370675
3.64,154.55,0.688599
24.98,197.23,0.545656
30.59,63.06,0.385603
67.65,141.47,0.032673
12.97,139.95,0.62618
9.75,104.14,0.44369
51.2,89.03,0.445325
54.39,35.28,0.018904
73.78,148.21,0.719849
54.95,66.56,0.252067
69.71,158.33,0.270144
11.48,76.6,0.305837
70.16,46.19,0.695698
85.45,29.66,0.504826
61.39,198.9,0.731205
32.78,54.27,0.796506
19.38,14.66,0.106348
98.45,106.45,0.797882
23.41,39.58,0.087311
40.62,97.11,0.657544
95.51,99.78,0.760292
2.52,49.77,0.639039
7.89,54.74,0.421943
51.73,194.82,0.925003
24.67,8.54,0.201227
89.14,65.15,0.426609
90.1,81.43,0.83051
52.57,3.98,0.305853
25.2,160.8,0.686925
17.51,64.34,0.847232
51.11,197.36,0.261002
23.28,7.83,0.290447
61.38,4.22,0.797868
25.48,101.77,0.21889
29.1,51.59,0.263737
23.92,175.29,0.22353
59.33,61.41,0.080278
20.69,97.35,0.384166
3.12,111.53,0.352216
90.2,160.25,0.857309
97.57,109.77,0.996337
57.27,28.88,0.681696
17.07,31.03,0.217112
79.17,196.33,0.129845
33.65,94.92,0.91631
63.43,175.93,0.290312
29.51,153.63,0.669215
57.6,175.37,0.475495
60.71,47.4,0.942942
54.92,114.51,0.850775
87.94,143.49,0.914703
37.75,149.66,0.881366
5.54,10.1,0.007919
48.57,198.0,0.724064
72.91,83.59,0.587384
36.23,68.5,0.154713
81.14,190.32,0.923355
78.21,14.54,0.543054
38.67,96.6,0.877606
62.47,148.69,0.460949
92.78,25.5,0.908152
13.11,184.86,0.856018
92.93,28.31,0.106308
33.04,86.92,0.130398
67.2,195.73,0.539788
86.45,56.85,0.645728
8.3,186.99,0.195245
57.42,148.47,0.014159
29.02,28.63,0.106456
57.4,164.45,0.337049
42.44,153.99,0.680675
49.65,12.37,0.295426
88.06,23.91,0.952679
56.66,147.92,0.578752
62.79,71.7,0.207875
88.23,117.21,0.632327
24.31,174.88,0.62342
0.33,181.75,0.601894
25.2,174.74,0.82761
74.04,135.01,0.821828
65.55,183.22,0.417362
1.7,23.36,0.317446
42.89,58.27,0.893238
22.99,102.16,0.831475
44.74,151.04,0.359487
64.6,182.13,0.519964
4.74,74.73,0.928407
76.28,57.12,0.046724
1.06,90.74,0.596186
5.11,13.2,0.611944
57.7,115.82,0.50036
16.59,173.45,0.926322
49.42,18.12,0.803106
21.55,163.88,0.155104
59.32,71.32,0.892624
43.65,135.42,0.946704
88.72,88.59,0.376561
14.42,143.2,0.290196
31.1,59.55,0.223437
86.78,79.39,0.74858
48.92,198.52,0.953777
49.71,46.02,0.646026
3.03,96.43,0.60251
15.8,20.38,0.774856
91.12,105.63,0.175384
59.81,43.13,0.781254
33.64,10.82,0.958801
54.8,97.0,0.408783
73.47,22.26,0.565487
86.45,147.38,0.469112
17.8,123.5,0.305743
5.44,1.25,0.684683
78.52,4.42,0.960333
89.82,183.23,0.24554
57.31,85.36,0.437916
48.76,11.2,0.050838
64.87,97.15,0.065968
76.97,23.22,0.595342
66.43,117.51,0.374436
15.12,115.35,0.415106
58.0,103.3,0.468478
40.97,9.91,0.948837
15.42,111.85,0.279384
92.79,6.34,0.798541
30.56,17.74,0.757288
50.03,55.25,0.303024
81.37,35.18,0.098378
85.71,30.22,0.360792
43.5,13.42,0.352697
83.08,1.77,0.766711
75.3,33.19,0.752923
29.89,103.61,0.343265
23.68,177.87,0.1532
74.53,41.39,0.65808
49.29,152.92,0.430493
37.03,157.24,0.60201
43.02,180.59,0.236344
7.06,116.99,0.956079
56.0,92.87,0.298293
51.73,28.01,0.872039
37.75,101.76,0.558756
76.44,81.15,0.923583
36.33,49.72,0.852477
86.22,105.28,0.718234
64.16,171.71,0.906665
46.97,153.29,0.580651
48.54,158.75,0.09213
33.28,38.36,0.285242
29.59,158.31,0.247632
20.26,102.91,0.410284
23.97,22.38,0.778574
54.39,33.03,0.459733
64.11,195.76,0.1274
53.23,191.49,0.226962
41.12,186.62,0.205666
95.37,104.04,0.903124
9.19,173.68,0.842637
84.33,29.0,0.529822
50.36,160.45,0.165473
97.16,108.52,0.601333
95.33,199.08,0.801071
58.61,143.72,0.897701
56.64,75.77,0.146296
43.28,62.01,0.110379
60.21,106.75,0.754881
84.28,24.85,0.062363
77.19,158.16,0.246293
19.52,134.5,0.5526
23.08,124.81,0.461395
3.95,77.51,0.219083
34.99,19.17,0.825965
54.31,37.68,0.637988
79.83,2.52,0.787061
23.97,128.25,0.900371
26.83,190.73,0.556613
60.65,48.27,0.548645
15.89,176.37,0.326311
15.36,36.67,0.348948
17.68,100.26,0.249341
12.45,63.31,0.431542
51.45,88.1,0.25635
78.1,4.69,0.780224
59.85,32.4,0.670533
59.17,54.5,0.49578
35.26,174.8,0.392091
49.67,130.21,0.222333
16.87,139.01,0.464745
13.19,77.4,0.305275
89.11,126.37,0.242333
35.93,25.1,0.763422
87.66,43.52,0.314716
34.51,199.64,0.796229
75.7,149.79,0.29898
49.92,110.35,0.021227
76.68,39.37,0.57081
86.44,138.83,0.831026
17.22,191.87,0.815481
60.33,111.87,0.479063
40.38,103.97,0.778398
44.74,46.59,0.726135
31.28,154.26,0.948865
77.75,110.64,0.005221
58.78,140.62,0.821828
10.75,139.17,0.161334
74.21,84.0,0.351628
41.42,49.37,0.389351
34.67,20.47,0.787321
6.55,158.17,0.19106
89.85,142.36,0.105422
14.46,65.35,0.089784
10.0,124.77,0.124762
16.72,146.89,0.7359
53.92,42.23,0.2879
49.16,5.06,0.589817
11.62,184.8,0.259566
87.94,147.89,0.933214
81.19,0.61,0.457209
47.44,181.33,0.80887
94.19,82.62,0.470893
2.76,167.02,0.070632
23.22,78.28,0.925597
14.25,57.19,0.905995
39.47,110.59,0.611249
9.09,106.88,0.514613
30.13,72.29,0.87419
83.99,83.11,0.548591
95.8,190.53,0.095056
11.22,149.77,0.078488
79.69,90.02,0.135472
91.38,175.28,0.298267
1.21,125.83,0.530054
11.91,65.22,0.650412
90.88,164.57,0.838136
59.03,102.75,0.188657
27.69,100.46,0.405461
37.88,131.9,0.621331
37.96,171.88,0.070878
84.49,149.48,0.836583
11.87,148.44,0.38457
84.03,196.56,0.716595
63.79,78.5,0.277398
28.81,35.21,0.538318
0.46,195.56,0.977038
72.91,44.2,0.242029
58.39,186.89,0.244269
38.04,14.75,0.7568
35.49,122.43,0.687391
47.56,124.52,0.506283
20.63,151.63,0.286494
67.14,130.46,0.203514
35.76,113.57,0.151295
96.36,168.83,0.276005
56.71,114.79,0.572505
23.72,166.21,0.360328
96.73,141.76,0.279974
48.23,139.34,0.558836
89.58,153.03,0.460998
6.14,143.49,0.771961
31.11,190.55,0.035649
76.15,80.1,0.791469
58.41,141.42,0.246436
76.87,11.52,0.768829
6.89,139.38,0.157189
5.51,183.63,0.636006
76.1,120.61,0.828191
88.16,113.11,0.452886
8.45,127.1,0.9452
41.69,152.23,0.057531
86.5,103.99,0.530237
61.93,56.47,0.795672
49.45,68.79,0.099555
9.24,115.53,0.169333
20.98,180.62,0.603946
20.83,190.88,0.55813
4.07,29.51,0.579923
31.09,167.68,0.489434
96.19,157.23,0.845963
71.17,169.94,0.445864
94.89,155.37,0.531127
73.24,8.19,0.753013
21.45,39.12,0.256315
51.82,91.13,0.461344
82.14,28.21,0.480231
35.12,9.7,0.270119
95.39,175.11,0.748783
86.06,24.21,0.806187
39.86,44.97,0.27099
81.54,93.77,0.006459
66.83,85.25,0.606285
5.32,183.06,0.921986
79.4,125.75,0.553902
85.82,72.71,0.097336
14.51,53.19,0.648374
55.47,156.82,0.337243
90.46,126.99,0.096342
87.74,10.99,0.380767
64.76,96.2,0.946173
46.9,96.32,0.910851
13.35,176.82,0.717311
63.0,73.95,0.755518
14.34,126.15,0.381937
70.18,149.93,0.829137
34.72,159.29,0.285133
53.05,64.45,0.733314
59.08,183.7,0.406132
68.6,160.82,0.32384
11.4,152.46,0.943958
16.46,0.2,0.461654
45.6,165.65,0.994307
37.77,73.46,0.532518
74.03,172.38,0.55622
33.53,54.52,0.744698
65.77,71.85,0.049227
11.06,52.13,0.220694
43.45,90.96,0.26325
27.14,173.03,0.184357
98.94,73.17,0.330619
87.35,187.98,0.226688
8.65,80.09,0.075015
52.12,86.39,0.502247
77.89,46.18,0.425568
64.43,63.36,0.47541
65.15,187.76,0.502509
55.19,66.22,0.385361
8.93,32.68,0.297012
58.42,153.42,0.236501
96.96,74.23,0.442597
16.02,16.75,0.824304
15.84,163.72,0.565941
14.89,74.78,0.975059
4.5,126.6,0.815173
47.98,158.91,0.882659
0.87,138.1,0.894822
53.04,39.8,0.659781
33.64,130.4,0.836245
64.85,46.83,0.149526
24.01,163.99,0.645438
28.64,142.18,0.753724
49.03,4.39,0.288157
6.13,158.14,0.784507
93.86,160.31,0.38375
55.71,86.03,0.316959
16.52,2.47,0.719372
60.32,20.31,0.065392
40.14,170.73,0.79753
89.99,75.09,0.698274
16.05,52.05,0.171353
30.62,174.28,0.693502
99.13,168.51,0.179464
50.26,2.8,0.184661
97.05,132.9,0.788822
52.8,34.72,0.800162
88.35,124.17,0.809057
35.57,25.92,0.712694
13.37,3.77,0.522221
99.04,83.05,0.629965
76.96,170.9,0.341101
87.98,65.79,0.32497
