price,possibleNewPrice,priceIncreaseProbability
85.36,198.01,0.0776
7.24,118.4,0.810522
85.6,39.56,0.658608
33.4,181.54,0.406702
60.47,148.8,0.629166
96.51,3.8,0.015466
88.27,161.2,0.028778
94.58,190.85,0.564857
87.67,15.14,0.375944
96.48,174.54,0.162772
92.13,151.75,0.085403
41.18,192.75,0.861784
41.54,91.83,0.796272
7.34,174.47,0.225807
99.35,180.45,0.902807
87.37,125.18,0.33182
16.5,17.9,0.128358
92.37,10.44,0.412068
21.64,4.36,0.078948
82.08,40.52,0.960026
34.96,2.25,0.364681
46.66,72.53,0.725292
52.13,106.16,0.515399
72.42,161.78,0.593899
74.44,160.73,0.64434
50.75,138.13,0.173516
26.75,193.51,0.654276
54.18,165.94,0.806732
90.08,155.15,0.931155
16.06,14.65,0.346047
20.58,164.52,0.548699
34.82,50.21,0.014229
49.34,32.64,0.303775
49.39,19.44,0.013034
81.77,136.32,0.628674
34.4,89.94,0.748504
94.84,90.43,0.966278
68.65,8.35,0.925679
72.2,144.75,0.353414
84.13,119.29,0.689923
9.83,136.86,0.213745
90.99,45.67,0.113349
59.79,53.13,0.113961
51.46,56.35,0.847238
79.21,83.34,0.056984
88.2,58.4,0.685715
92.9,56.79,0.766561
23.59,54.16,0.160286
16.09,185.51,0.024088
62.01,136.95,0.45374
81.47,137.18,0.037629
18.82,87.28,0.777049
60.92,52.95,0.813709
34.23,131.6,0.582752
14.0,105.8,0.745187
67.47,180.65,0.328171
56.38,167.93,0.975936
73.54,51.13,0.983968
52.5,82.92,0.329576
10.04,53.33,0.687056
56.68,92.46,0.641364
91.39,94.65,0.237799
70.53,179.57,0.577789
1.3,84.33,0.962457
44.96,1.25,0.507435
35.27,141.92,0.522889
31.39,194.05,0.661147
84.0,10.84,0.823035
6.88,54.7,0.823359
87.09,190.1,0.299272
45.2,94.87,0.685156
5.21,41.6,0.699606
41.83,21.75,0.990878
38.82,156.24,0.362201
94.41,142.29,0.873196
92.49,108.62,0.950882
86.82,76.51,0.6179
65.84,65.07,0.345107
77.34,99.0,0.272337
85.01,190.17,0.712274
79.92,25.71,0.425465
51.56,110.59,0.8058
89.56,98.1,0.479897
27.37,16.48,0.874863
2.5,175.68,0.315767
34.07,17.67,0.679476
41.03,172.42,0.343472
81.14,16.18,0.462951
10.27,18.25,0.159908
47.13,136.26,0.125207
96.27,4.34,0.885022
89.95,77.88,0.593627
94.04,103.87,0.4588
14.13,176.03,0.629553
21.8,128.71,0.841189
50.3,185.44,0.210582
0.71,78.78,0.969102
23.77,33.29,0.661553
32.66,14.02,0.197389
89.86,39.03,0.886936
94.76,89.21,0.66831
71.07,174.58,0.197819
46.22,157.89,0.922295
39.72,196.05,0.188149
48.64,1.66,0.059081
86.72,122.9,0.054563
77.21,163.2,0.782222
5.95,56.85,0.376094
19.05,152.17,0.78263
0.86,142.65,0.175357
43.52,109.21,0.631477
98.94,179.75,0.619193
93.35,20.66,0.82447
95.77,38.39,0.829037
96.49,0.2,0.935129
66.52,138.09,0.351038
