price,possibleNewPrice,priceIncreaseProbability
87.43,79.59,0.621059
16.26,146.45,0.970532
54.57,54.67,0.43181
38.17,80.85,0.120571
18.61,17.22,0.190558
4.6,69.6,0.651692
57.36,131.43,0.529885
99.2,24.84,0.506159
86.75,113.86,0.141671
76.12,139.29,0.13424
30.42,13.8,0.386076
38.21,12.44,0.437659
35.08,85.94,0.160797
46.47,109.78,0.944794
61.97,189.72,0.835348
48.8,137.83,0.283047
35.64,74.21,0.901126
56.51,166.37,0.630822
70.18,121.47,0.895764
11.33,126.64,0.891556
92.28,75.06,0.841579
61.48,107.74,0.851958
44.79,33.62,0.776697
78.35,46.27,0.379408
39.88,61.02,0.259252
91.33,124.53,0.639789
77.17,182.35,0.96749
33.35,60.97,0.534026
89.5,87.89,0.601069
78.31,180.27,0.763457
1.01,150.54,0.282637
9.73,108.77,0.64173
4.38,34.24,0.057006
0.7,160.5,0.52223
93.65,195.8,0.053038
64.94,196.73,0.34962
36.31,86.93,0.497564
79.58,84.11,0.763692
74.57,180.72,0.310078
96.8,98.51,0.571743
6.09,71.8,0.142283
87.33,168.02,0.497543
84.01,134.66,0.810301
66.09,194.64,0.442797
74.87,34.19,0.373941
82.81,2.09,0.139988
30.01,36.14,0.093139
49.96,21.15,0.909573
26.22,97.12,0.00468
79.06,125.96,0.18253
57.37,162.53,0.452652
96.75,186.19,0.730963
60.72,167.49,0.03566
74.43,102.48,0.931482
16.0,130.77,0.736454
82.0,76.9,0.431792
96.36,121.95,0.530924
37.37,154.71,0.910827
90.26,148.08,0.260982
80.05,10.27,0.123907
69.01,83.73,0.649045
29.16,174.24,0.561086
93.5,6.14,0.851989
63.89,181.82,0.069844
37.57,100.43,0.142682
76.96,18.14,6.38E-4
34.82,185.1,0.082611
29.02,135.2,0.420086
17.62,150.35,0.74656
72.2,90.11,0.843486
26.64,85.49,0.188602
4.11,112.95,0.704314
96.96,140.67,0.828478
66.25,48.6,0.388741
23.07,76.76,0.891293
63.24,155.79,0.400241
24.35,16.08,0.475792
66.74,100.27,0.912145
59.33,140.31,0.453555
90.27,192.27,0.240508
10.8,69.85,0.831435
3.64,122.14,0.298734
2.88,192.82,0.732543
66.38,5.34,0.84881
39.69,41.85,0.978878
34.06,8.53,0.858285
25.67,102.78,0.775201
56.68,74.27,0.820812
48.7,198.92,0.004552
89.62,161.46,0.861489
66.11,158.15,0.628493
60.88,72.53,0.4836
22.17,123.3,0.039073
38.75,133.77,0.124808
67.19,107.7,0.506067
66.48,51.98,0.279302
18.02,183.0,0.095251
39.51,93.78,0.85579
54.48,81.48,0.2665
1.02,62.82,0.0242
47.85,25.67,0.381189
96.5,8.7,0.948136
55.03,97.54,0.315543
22.07,146.39,0.194064
32.77,123.63,0.470888
6.79,41.09,0.98711
53.74,82.68,0.545724
10.38,94.48,0.879583
71.08,2.39,0.262626
86.75,18.37,0.390924
39.98,174.14,0.771409
42.54,93.88,0.142711
76.51,108.94,0.046981
11.98,170.09,0.372508
11.65,127.26,0.305904
15.08,168.81,0.185393
77.97,118.27,0.241712
77.76,30.85,0.758632
78.55,130.74,0.859402
71.61,196.78,0.016548
13.21,37.69,0.429836
97.01,79.09,0.149615
40.4,26.83,0.812533
48.72,4.62,0.171363
99.62,148.58,0.260056
96.41,122.29,0.442912
8.08,47.89,0.140061
4.98,51.75,0.498857
25.77,23.59,0.535323
49.8,49.37,0.37766
88.91,113.85,0.822665
30.4,76.73,0.089337
76.82,174.98,0.425664
0.23,148.78,0.484776
68.88,86.79,0.492053
50.56,20.77,0.062785
86.06,125.64,0.195496
69.36,138.18,0.648534
95.59,149.45,0.305566
41.94,148.26,0.182382
92.96,49.4,0.133506
34.07,167.39,0.400535
96.54,63.71,0.641203
60.38,159.76,0.094284
86.22,0.83,0.514789
65.87,140.79,0.075833
57.17,72.93,0.142437
55.39,36.68,0.42543
17.1,147.04,0.410264
78.81,158.64,0.063449
32.39,39.15,0.924456
97.8,169.53,0.995582
85.11,125.22,0.987508
16.09,99.03,0.579866
74.08,51.31,0.379408
87.08,3.4,0.017946
23.78,79.51,0.619993
24.47,152.8,0.684077
25.14,5.1,0.987972
28.7,183.94,0.374658
49.54,79.41,0.638323
18.64,83.45,0.636589
57.91,137.89,0.858047
79.35,6.75,0.85907
81.62,89.26,0.917388
25.37,112.37,0.182293
21.88,4.3,0.36859
50.34,60.15,0.676179
94.34,44.67,0.697502
19.46,26.67,0.908436
11.6,97.98,0.297583
36.2,108.19,0.485722
27.27,96.33,0.085396
19.41,173.04,0.493924
71.29,64.86,0.157872
96.46,85.75,0.859372
50.69,105.64,0.572579
1.96,35.08,0.42502
17.77,10.84,0.153069
63.89,171.55,0.204111
66.66,18.58,0.643888
19.23,95.54,0.605
87.27,183.93,0.197943
82.53,67.65,0.978307
16.96,5.82,0.128202
62.16,56.37,0.231659
95.87,106.01,0.82371
92.8,45.32,0.395151
70.3,36.45,0.366098
7.45,30.67,0.356558
45.93,43.99,0.508351
79.52,17.61,0.77005
71.44,51.88,0.535855
13.48,30.15,0.673717
13.59,142.92,0.03556
81.69,67.57,0.224221
54.41,123.35,0.589565
93.54,149.83,0.313001
14.1,195.41,0.893164
30.1,99.1,0.606154
51.08,112.94,0.20519
91.21,99.06,0.734708
63.1,92.3,0.472819
30.45,183.55,0.235761
64.7,12.8,0.958286
14.63,143.52,0.236948
32.23,88.76,0.927522
45.81,150.58,0.412969
25.74,110.81,0.558682
51.58,107.63,0.096145
37.77,127.85,0.981948
52.58,15.73,0.563154
4.6,23.4,0.482797
87.82,39.96,0.96357
99.97,190.58,0.772864
48.91,149.74,0.416228
22.09,47.41,0.661322
85.35,66.36,0.837094
69.75,186.91,0.922813
83.66,76.14,0.734384
74.69,12.65,0.054911
46.23,46.39,0.71736
37.21,66.15,0.520046
47.66,33.92,0.815378
76.56,65.41,0.967071
90.77,108.21,0.941415
14.07,8.76,0.491083
26.74,160.87,0.303918
15.23,180.9,0.803823
16.43,165.19,0.164326
18.85,162.8,0.009577
58.49,141.11,0.743137
21.59,88.13,0.693799
75.98,115.01,0.030641
89.81,8.95,0.086098
61.1,16.47,0.79129
68.44,96.3,0.9303
19.47,187.32,0.742557
6.25,77.52,0.328175
14.03,186.82,0.115727
34.45,34.85,0.588413
85.62,41.02,0.990477
13.78,198.41,0.048434
65.32,18.32,0.656861
2.49,162.01,0.905685
3.07,115.34,0.064145
23.31,142.24,0.430881
20.36,141.26,0.229268
3.02,57.72,0.093905
71.64,10.97,0.408882
87.4,5.93,0.341362
31.0,50.53,0.295212
63.81,196.68,0.172423
37.31,118.37,0.431422
50.5,10.6,0.587941
52.43,22.06,0.207798
87.72,96.05,0.180039
53.25,120.01,0.993707
22.24,112.52,4.52E-4
68.21,27.47,0.27665
49.76,49.32,0.732827
31.31,171.36,0.760482
34.57,179.57,0.605666
1.09,66.96,0.658376
83.93,94.54,0.349385
35.92,112.91,0.38785
14.78,56.29,0.425511
28.86,146.58,0.317289
18.18,19.63,0.262821
53.22,180.96,0.454972
37.18,29.74,0.020511
10.6,1.76,0.138753
14.27,81.06,0.580433
84.28,169.71,0.049907
5.88,16.5,0.839087
99.16,12.41,0.708171
75.83,104.98,0.637346
61.11,50.41,0.023091
70.52,17.76,0.715566
70.13,167.93,0.293074
4.86,150.46,0.219493
68.98,75.38,0.118279
85.73,35.23,0.485765
37.39,21.73,0.183912
12.44,144.96,0.004187
76.96,185.7,0.480793
92.75,104.44,0.658696
48.02,125.13,0.761074
25.06,50.24,0.083107
32.3,100.62,0.426708
29.47,185.44,0.396454
58.09,49.52,0.461321
72.16,184.76,0.792902
61.41,195.45,0.834156
61.61,152.34,0.711544
82.44,193.14,0.216241
94.87,114.37,0.28269
42.53,171.37,0.089212
74.37,43.85,0.791906
88.8,125.65,0.928476
79.16,28.38,0.295603
71.43,186.78,0.183868
68.97,76.16,0.70861
67.11,48.3,0.138421
89.23,141.2,0.533121
31.93,154.11,0.32238
73.9,77.37,0.449666
50.74,42.2,0.214718
59.36,2.78,0.706286
8.65,109.46,0.24483
4.58,179.79,0.255635
95.82,139.12,0.17632
93.74,61.59,0.956997
38.35,134.52,0.423012
89.32,1.55,0.608687
39.24,81.2,0.622035
24.81,4.12,0.755438
90.45,50.9,0.323817
21.9,163.41,0.946495
54.25,136.08,0.205387
90.8,93.51,0.646274
95.27,16.79,0.06905
4.31,19.77,0.235817
5.53,102.57,0.648306
12.79,147.07,0.326642
1.42,34.04,0.048179
4.17,134.33,0.947843
73.06,80.26,0.436535
80.76,128.9,0.493011
40.3,20.77,0.361788
73.26,101.68,0.728388
65.59,82.24,0.082868
96.23,188.39,0.691892
7.62,120.7,0.388549
53.72,5.16,0.150694
80.53,145.87,0.181171
67.11,149.22,0.050938
36.97,104.55,0.277322
38.6,109.44,0.377118
87.7,40.18,0.404879
7.31,145.86,0.252344
40.97,72.66,0.768527
52.61,112.89,0.338196
18.85,181.25,0.128011
60.22,115.5,0.439567
29.85,189.6,0.445211
77.92,30.54,0.163542
34.46,148.28,0.46495
41.14,183.56,0.921211
86.2,72.74,0.304307
67.51,142.46,0.068784
12.31,43.53,0.237141
78.81,29.17,0.552556
77.77,115.97,0.422311
66.3,25.56,0.716201
60.74,57.81,0.680502
31.1,84.74,0.535534
27.91,58.41,0.467215
97.1,88.45,0.223956
1.44,191.42,0.606794
53.48,109.68,0.082065
35.19,104.77,0.879757
64.4,49.63,0.499803
93.53,136.37,0.22533
12.87,83.21,0.933541
39.96,70.02,0.712132
84.83,38.42,0.419868
81.48,51.3,0.918318
61.58,85.01,0.120795
76.58,155.38,0.371071
67.93,56.11,0.561567
45.04,154.24,0.943837
18.74,74.52,0.584309
24.81,66.26,0.864762
45.16,11.6,0.731988
9.05,121.2,0.31479
47.73,41.23,0.353453
83.74,54.62,0.599337
78.94,41.14,0.408984
35.06,9.82,0.970409
69.18,77.86,0.906455
35.07,108.99,0.310726
76.33,136.38,0.432014
65.55,27.74,0.818762
9.36,127.08,0.099352
41.03,125.37,0.351445
84.62,37.52,0.843197
23.87,134.13,0.284387
53.33,69.89,0.662572
34.82,69.88,0.279434
57.78,100.39,0.68628
91.08,0.61,0.644594
51.36,59.76,0.717858
8.28,91.84,0.517346
54.02,16.77,0.822236
81.77,64.14,0.681134
15.26,161.56,0.066125
83.0,61.16,0.765724
55.09,56.47,0.414864
27.46,79.74,0.010855
39.39,28.04,0.13842
66.59,88.91,0.862305
88.25,107.61,0.678313
46.53,124.84,0.88963
87.81,138.91,0.487534
46.37,42.94,0.882216
80.63,18.5,0.760626
34.09,19.71,0.308242
5.97,38.66,0.526882
56.54,92.87,0.470112
84.9,189.84,0.2634
44.84,9.84,0.817093
40.8,39.22,0.896153
74.45,109.18,0.68537
82.97,30.34,0.867384
65.22,106.49,0.728508
88.72,2.28,0.34981
54.18,100.93,0.025213
1.88,171.84,0.847309
78.89,100.35,0.151074
35.37,83.21,0.424874
93.83,5.02,0.768195
62.97,41.67,0.916458
22.48,151.15,0.709854
5.05,104.93,0.34855
54.32,36.76,0.351755
31.56,110.64,0.842499
4.39,12.4,0.799513
1.3,134.77,0.694063
4.31,77.47,0.162603
39.79,74.28,0.620784
21.18,175.56,0.804256
92.52,61.12,0.184726
56.3,9.49,0.877476
20.59,182.81,0.679818
51.08,112.16,0.899207
79.06,109.01,0.781557
84.23,112.01,0.344347
14.61,112.37,0.625841
34.05,154.75,0.822197
69.3,94.75,0.768916
72.11,3.53,0.940449
95.95,165.09,0.409402
61.98,189.17,0.373172
93.45,199.99,0.97544
37.55,157.39,0.383544
5.43,0.51,0.516583
1.25,30.95,0.360273
93.89,143.78,0.534199
1.65,126.41,0.106614
82.79,133.05,0.850955
52.5,127.3,0.267362
50.51,48.93,0.696303
39.91,90.99,0.533726
50.66,82.79,0.379619
20.17,64.04,0.067142
28.52,34.87,0.166323
45.27,192.18,0.916092
24.72,136.66,0.367627
15.59,63.38,0.347212
74.66,24.27,0.225733
66.25,126.96,0.802397
4.82,166.84,0.119839
53.73,33.23,0.253284
35.39,24.11,0.552178
48.31,67.52,0.726235
41.82,61.09,0.587702
24.12,173.24,0.684482
27.75,34.54,0.127718
7.31,119.74,0.296069
74.21,46.17,0.980721
20.9,54.94,0.700037
60.23,149.74,0.958324
97.69,58.1,0.569383
87.3,131.59,0.648319
6.7,75.1,0.214859
76.77,145.06,0.499715
7.54,165.03,0.382745
65.77,64.61,0.96753
58.01,31.62,0.773389
82.22,93.2,0.701273
15.41,62.35,0.19331
87.97,170.82,0.785455
97.98,90.01,0.496795
2.25,119.76,0.440079
81.68,50.73,0.9648
46.92,56.27,0.122622
64.69,196.38,0.197979
34.89,94.43,0.821251
18.94,70.12,0.702301
79.38,167.4,0.344367
89.76,49.34,0.152049
63.84,59.06,0.368589
92.62,160.11,0.405264
39.78,44.79,0.852093
72.93,68.23,0.096792
26.97,117.6,0.521159
43.32,33.45,0.466862
70.93,164.14,0.534731
34.01,189.14,0.718392
65.08,154.96,0.086773
97.83,79.61,0.900437
97.44,135.24,0.752958
3.02,182.96,0.151999
17.76,113.35,0.382449
45.01,186.99,0.219999
1.75,124.65,0.50469
73.87,121.05,0.894962
84.12,34.36,0.714764
96.78,13.59,0.341836
35.66,82.54,0.640119
95.05,14.2,0.992433
26.1,73.53,0.619635
32.35,145.14,0.508058
72.6,86.84,0.558023
4.09,119.84,0.410715
62.11,11.89,0.891398
36.91,158.31,0.960419
17.78,69.73,0.722301
29.65,149.75,0.163145
77.41,24.76,0.885162
92.5,153.5,0.914091
64.61,161.98,0.588672
86.7,17.25,0.996462
66.16,23.13,0.874277
60.39,37.62,0.296072
16.09,79.92,0.126206
76.53,37.96,0.282531
17.98,156.66,0.386338
9.97,121.85,0.721702
80.26,187.83,0.056817
73.4,42.06,0.190948
68.55,59.41,0.426513
99.22,52.59,0.285321
97.55,95.29,0.218086
34.73,68.93,0.242481
50.86,131.01,0.326073
96.36,116.02,0.937361
67.15,94.5,0.080755
10.71,196.18,0.961442
9.08,175.32,0.626875
51.01,147.43,0.510234
7.04,6.94,0.421962
52.9,5.49,0.55703
72.62,67.83,0.929113
76.57,36.0,0.839143
10.2,91.61,0.468762
28.99,6.65,0.369316
32.39,189.93,0.990051
92.97,144.17,0.901491
46.07,169.02,0.4837
43.67,28.66,0.214982
15.36,154.6,0.565509
1.11,57.67,0.469864
2.66,35.35,0.765191
41.67,143.4,0.761073
16.89,52.95,0.533754
16.38,148.22,0.438577
70.1,180.85,0.380175
30.5,112.61,0.641954
23.05,74.5,0.733039
79.67,65.38,0.742585
31.69,184.02,0.635001
5.66,42.53,0.215291
37.22,96.71,0.679382
89.13,77.39,0.640086
52.4,130.54,0.322723
90.76,93.81,0.627344
16.84,100.05,0.910288
55.64,152.94,0.076444
38.88,0.66,0.160947
19.35,125.06,0.225966
27.06,45.31,0.122954
78.56,16.56,0.887082
87.68,183.77,0.554127
83.78,49.3,0.321661
28.27,147.94,0.542117
66.73,120.06,0.730802
41.34,111.31,0.877652
59.09,50.92,0.852701
33.99,101.86,0.063039
92.24,150.38,0.872512
33.26,51.24,0.888323
77.49,48.87,0.659698
4.96,141.45,0.669237
61.44,141.9,0.255649
23.9,177.66,0.616767
80.58,98.06,0.818233
83.2,84.91,0.422406
18.96,76.38,0.719606
11.15,118.54,0.192076
12.28,196.07,0.815018
17.91,76.25,0.963604
66.41,38.85,0.726262
37.91,92.42,0.487451
36.21,6.53,0.283748
92.02,35.25,0.950093
77.31,150.78,0.562276
18.81,71.79,0.257816
65.8,122.79,0.541222
24.81,35.93,0.181357
24.45,23.95,0.680062
67.31,156.24,0.566388
84.51,77.33,0.28246
1.81,164.13,0.340643
4.51,169.4,0.630434
21.81,102.91,0.766883
7.42,152.34,0.505463
68.53,53.17,0.295013
48.37,55.32,0.923657
47.39,144.63,0.121546
92.92,165.9,0.041932
19.16,64.01,0.757192
42.62,135.96,0.133242
26.35,27.92,0.292371
55.9,195.87,0.969675
15.29,162.78,0.816647
60.29,170.97,0.628029
46.84,23.59,0.44392
60.13,60.13,0.675583
83.27,152.81,0.395161
4.75,120.15,0.483234
54.76,101.94,0.540807
79.05,96.86,0.424992
